annee,Num_Acc,num_veh,obsm,choc
2007,200700049354,A01,2 - Véhicule,0 - Aucun
2007,200700049463,B01,2 - Véhicule,0 - Aucun
2007,200700049471,A01,2 - Véhicule,0 - Aucun
2007,200700049479,B01,2 - Véhicule,0 - Aucun
2007,200700049485,A01,2 - Véhicule,0 - Aucun
2007,200700049486,A01,2 - Véhicule,0 - Aucun
2007,200700049527,A01,1 - Piéton,0 - Aucun
2007,200700049590,A01,1 - Piéton,0 - Aucun
2007,200700049610,B01,2 - Véhicule,0 - Aucun
2007,200700049655,A01,2 - Véhicule,0 - Aucun
2007,200700049662,A01,1 - Piéton,0 - Aucun
2007,200700049663,A01,2 - Véhicule,0 - Aucun
2007,200700049664,A01,2 - Véhicule,0 - Aucun
2007,200700049757,B01,2 - Véhicule,0 - Aucun
2007,200700049766,C01,2 - Véhicule,0 - Aucun
2007,200700049769,A01,1 - Piéton,0 - Aucun
2007,200700049775,B01,2 - Véhicule,0 - Aucun
2007,200700049783,C01,2 - Véhicule,0 - Aucun
2007,200700049789,B01,2 - Véhicule,0 - Aucun
2007,200700049811,B01,2 - Véhicule,0 - Aucun
2007,200700049834,B01,2 - Véhicule,0 - Aucun
2007,200700049925,A01,2 - Véhicule,0 - Aucun
2007,200700049935,A01,2 - Véhicule,0 - Aucun
2007,200700049943,A01,2 - Véhicule,0 - Aucun
2007,200700049943,B01,2 - Véhicule,0 - Aucun
2007,200700049957,A01,2 - Véhicule,0 - Aucun
2007,200700049976,A01,1 - Piéton,0 - Aucun
2007,200700049980,B01,2 - Véhicule,0 - Aucun
2007,200700050011,A01,2 - Véhicule,0 - Aucun
2007,200700050011,B01,2 - Véhicule,0 - Aucun
2007,200700050039,A01,1 - Piéton,0 - Aucun
2007,200700050084,A01,2 - Véhicule,0 - Aucun
2007,200700050084,B01,2 - Véhicule,0 - Aucun
2007,200700050097,B01,2 - Véhicule,0 - Aucun
2007,200700050107,A01,1 - Piéton,0 - Aucun
2007,200700050115,A01,2 - Véhicule,0 - Aucun
2007,200700050129,A01,1 - Piéton,0 - Aucun
2007,200700050138,B01,2 - Véhicule,0 - Aucun
2007,200700050157,A01,1 - Piéton,0 - Aucun
2007,200700050217,A01,2 - Véhicule,0 - Aucun
2007,200700050228,A01,1 - Piéton,0 - Aucun
2007,200700050229,B01,2 - Véhicule,0 - Aucun
2007,200700050236,A01,2 - Véhicule,0 - Aucun
2007,200700050243,A01,1 - Piéton,0 - Aucun
2007,200700050245,A01,2 - Véhicule,0 - Aucun
2007,200700050252,A01,1 - Piéton,0 - Aucun
2007,200700050268,B01,2 - Véhicule,0 - Aucun
2007,200700050276,A01,1 - Piéton,0 - Aucun
2007,200700050282,A01,1 - Piéton,0 - Aucun
2007,200700050283,A01,1 - Piéton,0 - Aucun
2007,200700050291,B01,2 - Véhicule,0 - Aucun
2007,200700050295,B01,2 - Véhicule,0 - Aucun
2007,200700050348,A01,2 - Véhicule,0 - Aucun
2007,200700050348,B01,2 - Véhicule,0 - Aucun
2007,200700050356,B01,2 - Véhicule,0 - Aucun
2007,200700050356,C01,2 - Véhicule,0 - Aucun
2007,200700050357,A01,2 - Véhicule,0 - Aucun
2007,200700050368,A01,1 - Piéton,0 - Aucun
2007,200700050385,B01,2 - Véhicule,0 - Aucun
2007,200700050457,A01,2 - Véhicule,0 - Aucun
2007,200700050496,A01,2 - Véhicule,0 - Aucun
2007,200700050504,A01,2 - Véhicule,0 - Aucun
2007,200700050518,A01,9 - Autre,0 - Aucun
2007,200700050531,A01,2 - Véhicule,0 - Aucun
2007,200700050553,A01,2 - Véhicule,0 - Aucun
2007,200700050554,A01,2 - Véhicule,0 - Aucun
2007,200700050565,B01,2 - Véhicule,0 - Aucun
2007,200700050571,B01,2 - Véhicule,0 - Aucun
2007,200700050622,A01,2 - Véhicule,0 - Aucun
2007,200700050634,A01,1 - Piéton,0 - Aucun
2007,200700050667,A01,1 - Piéton,0 - Aucun
2007,200700050671,A01,2 - Véhicule,0 - Aucun
2007,200700050671,B01,2 - Véhicule,0 - Aucun
2007,200700050683,A01,1 - Piéton,0 - Aucun
2007,200700050696,B01,2 - Véhicule,0 - Aucun
2007,200700050730,A01,2 - Véhicule,0 - Aucun
2007,200700050730,B01,2 - Véhicule,0 - Aucun
2007,200700050732,A01,2 - Véhicule,0 - Aucun
2007,200700050743,A01,1 - Piéton,0 - Aucun
2007,200700050763,A01,9 - Autre,0 - Aucun
2007,200700050786,A01,1 - Piéton,0 - Aucun
2007,200700050872,A01,1 - Piéton,0 - Aucun
2007,200700050908,A01,2 - Véhicule,0 - Aucun
2007,200700050908,B01,2 - Véhicule,0 - Aucun
2007,200700050908,C01,2 - Véhicule,0 - Aucun
2007,200700051018,B01,2 - Véhicule,0 - Aucun
2007,200700051047,A01,1 - Piéton,0 - Aucun
2007,200700051048,A01,1 - Piéton,0 - Aucun
2007,200700051052,A01,2 - Véhicule,0 - Aucun
2007,200700051064,A01,2 - Véhicule,0 - Aucun
2007,200700051067,A01,1 - Piéton,0 - Aucun
2007,200700051070,A01,2 - Véhicule,0 - Aucun
2007,200700051070,B01,2 - Véhicule,0 - Aucun
2007,200700051071,A01,2 - Véhicule,0 - Aucun
2007,200700051076,A01,2 - Véhicule,0 - Aucun
2007,200700051097,A01,1 - Piéton,0 - Aucun
2007,200700051120,B01,2 - Véhicule,0 - Aucun
2007,200700051167,A01,1 - Piéton,0 - Aucun
2007,200700051221,A01,1 - Piéton,0 - Aucun
2007,200700051226,B01,2 - Véhicule,0 - Aucun
2007,200700051227,A01,2 - Véhicule,0 - Aucun
2007,200700051262,C01,2 - Véhicule,0 - Aucun
2007,200700051263,B01,2 - Véhicule,0 - Aucun
2007,200700051264,C01,2 - Véhicule,0 - Aucun
2007,200700051272,A01,1 - Piéton,0 - Aucun
2007,200700051293,A01,1 - Piéton,0 - Aucun
2007,200700051313,A01,1 - Piéton,0 - Aucun
2007,200700051337,A01,2 - Véhicule,0 - Aucun
2007,200700051356,A01,1 - Piéton,0 - Aucun
2007,200700051359,B01,2 - Véhicule,0 - Aucun
2007,200700051369,A01,2 - Véhicule,0 - Aucun
2007,200700051369,B01,2 - Véhicule,0 - Aucun
2007,200700051392,A01,2 - Véhicule,0 - Aucun
2007,200700051394,A01,1 - Piéton,0 - Aucun
2007,200700051401,B01,2 - Véhicule,0 - Aucun
2007,200700051434,A01,2 - Véhicule,0 - Aucun
2007,200700051434,B01,2 - Véhicule,0 - Aucun
2007,200700051452,A01,1 - Piéton,0 - Aucun
2007,200700051573,B01,2 - Véhicule,0 - Aucun
2007,200700051573,A01,2 - Véhicule,0 - Aucun
2007,200700051591,A01,2 - Véhicule,0 - Aucun
2007,200700051655,D01,2 - Véhicule,0 - Aucun
2007,200700051655,C01,2 - Véhicule,0 - Aucun
2007,200700051655,E01,2 - Véhicule,0 - Aucun
2007,200700051655,B01,2 - Véhicule,0 - Aucun
2007,200700051691,B01,2 - Véhicule,0 - Aucun
2007,200700051697,A01,1 - Piéton,0 - Aucun
2007,200700051701,A01,2 - Véhicule,0 - Aucun
2007,200700051705,B01,2 - Véhicule,0 - Aucun
2007,200700051709,A01,1 - Piéton,0 - Aucun
2007,200700051710,A01,1 - Piéton,0 - Aucun
2007,200700051711,A01,2 - Véhicule,0 - Aucun
2007,200700051711,B01,2 - Véhicule,0 - Aucun
2007,200700051766,C01,2 - Véhicule,0 - Aucun
2007,200700051837,A01,2 - Véhicule,0 - Aucun
2007,200700051872,C01,2 - Véhicule,0 - Aucun
2007,200700051953,B01,2 - Véhicule,0 - Aucun
2007,200700051963,A01,1 - Piéton,0 - Aucun
2007,200700052032,A01,1 - Piéton,0 - Aucun
2007,200700052055,A01,2 - Véhicule,0 - Aucun
2007,200700052070,B01,2 - Véhicule,0 - Aucun
2007,200700052079,A01,2 - Véhicule,0 - Aucun
2007,200700052109,A01,2 - Véhicule,0 - Aucun
2007,200700052109,B01,2 - Véhicule,0 - Aucun
2007,200700052128,A01,2 - Véhicule,0 - Aucun
2007,200700052131,A01,1 - Piéton,0 - Aucun
2007,200700052139,A01,9 - Autre,0 - Aucun
2007,200700052195,A01,1 - Piéton,0 - Aucun
2007,200700052220,A01,2 - Véhicule,0 - Aucun
2007,200700052221,B01,2 - Véhicule,0 - Aucun
2007,200700052221,C01,2 - Véhicule,0 - Aucun
2007,200700052221,D01,2 - Véhicule,0 - Aucun
2007,200700052246,A01,1 - Piéton,0 - Aucun
2007,200700052251,A01,1 - Piéton,0 - Aucun
2007,200700052255,A01,1 - Piéton,0 - Aucun
2007,200700052266,A01,1 - Piéton,0 - Aucun
2007,200700052275,A01,1 - Piéton,0 - Aucun
2007,200700052351,A01,2 - Véhicule,0 - Aucun
2007,200700052357,A01,9 - Autre,0 - Aucun
2007,200700052357,B01,2 - Véhicule,0 - Aucun
2007,200700052377,A01,1 - Piéton,0 - Aucun
2007,200700052385,A01,1 - Piéton,0 - Aucun
2007,200700052386,B01,2 - Véhicule,0 - Aucun
2007,200700052436,C01,2 - Véhicule,0 - Aucun
2007,200700052441,B01,2 - Véhicule,0 - Aucun
2007,200700052454,A01,2 - Véhicule,0 - Aucun
2007,200700052471,A01,2 - Véhicule,0 - Aucun
2007,200700052473,A01,1 - Piéton,0 - Aucun
2007,200700052490,A01,2 - Véhicule,0 - Aucun
2007,200700052491,B01,2 - Véhicule,0 - Aucun
2007,200700052498,A01,2 - Véhicule,0 - Aucun
2007,200700052516,A01,2 - Véhicule,0 - Aucun
2007,200700052518,A01,2 - Véhicule,0 - Aucun
2007,200700052519,A01,2 - Véhicule,0 - Aucun
2007,200700052519,B01,2 - Véhicule,0 - Aucun
2007,200700052520,A01,2 - Véhicule,0 - Aucun
2007,200700052520,B01,2 - Véhicule,0 - Aucun
2007,200700052524,B01,2 - Véhicule,0 - Aucun
2007,200700052527,B01,2 - Véhicule,0 - Aucun
2007,200700052540,B01,2 - Véhicule,0 - Aucun
2007,200700052545,D01,2 - Véhicule,0 - Aucun
2007,200700052718,A01,2 - Véhicule,0 - Aucun
2007,200700052815,B02,2 - Véhicule,0 - Aucun
2007,200700052847,A01,2 - Véhicule,0 - Aucun
2007,200700052907,A01,2 - Véhicule,0 - Aucun
2007,200700052907,B02,2 - Véhicule,0 - Aucun
2007,200700052982,A01,5 - Animal domestique,0 - Aucun
2007,200700053007,A01,1 - Piéton,0 - Aucun
2007,200700053010,B02,2 - Véhicule,0 - Aucun
2007,200700053038,A01,2 - Véhicule,0 - Aucun
2007,200700053113,A01,2 - Véhicule,0 - Aucun
2007,200700053115,A01,1 - Piéton,0 - Aucun
2007,200700053118,A01,2 - Véhicule,0 - Aucun
2007,200700053125,A01,1 - Piéton,0 - Aucun
2007,200700053215,B02,2 - Véhicule,0 - Aucun
2007,200700053294,B02,2 - Véhicule,0 - Aucun
2007,200700053344,A01,2 - Véhicule,0 - Aucun
2007,200700053362,A01,2 - Véhicule,0 - Aucun
2007,200700053404,A01,1 - Piéton,0 - Aucun
2007,200700053537,B02,2 - Véhicule,0 - Aucun
2007,200700053632,B02,2 - Véhicule,0 - Aucun
2007,200700053699,B02,2 - Véhicule,0 - Aucun
2007,200700053784,A01,6 - Animal sauvage,0 - Aucun
2007,200700054391,B02,2 - Véhicule,0 - Aucun
2007,200700054457,A01,2 - Véhicule,0 - Aucun
2007,200700054490,A01,1 - Piéton,0 - Aucun
2007,200700054513,A01,2 - Véhicule,0 - Aucun
2007,200700054557,A01,2 - Véhicule,0 - Aucun
2007,200700054683,A01,2 - Véhicule,0 - Aucun
2007,200700054693,A01,1 - Piéton,0 - Aucun
2007,200700054782,A01,2 - Véhicule,0 - Aucun
2007,200700054807,A01,2 - Véhicule,0 - Aucun
2007,200700054814,A01,2 - Véhicule,0 - Aucun
2007,200700054824,B01,9 - Autre,0 - Aucun
2007,200700054838,B01,2 - Véhicule,0 - Aucun
2007,200700054857,A01,2 - Véhicule,0 - Aucun
2007,200700054860,A01,2 - Véhicule,0 - Aucun
2007,200700054883,B01,2 - Véhicule,0 - Aucun
2007,200700054899,A01,2 - Véhicule,0 - Aucun
2007,200700054906,B01,2 - Véhicule,0 - Aucun
2007,200700054911,B01,2 - Véhicule,0 - Aucun
2007,200700054921,A01,2 - Véhicule,0 - Aucun
2007,200700054929,A01,2 - Véhicule,0 - Aucun
2007,200700054929,B01,2 - Véhicule,0 - Aucun
2007,200700054952,B01,2 - Véhicule,0 - Aucun
2007,200700054961,B01,2 - Véhicule,0 - Aucun
2007,200700054973,A01,2 - Véhicule,0 - Aucun
2007,200700054995,B01,2 - Véhicule,0 - Aucun
2007,200700055000,B01,2 - Véhicule,0 - Aucun
2007,200700055000,A01,9 - Autre,0 - Aucun
2007,200700055006,B01,2 - Véhicule,0 - Aucun
2007,200700055007,A01,2 - Véhicule,0 - Aucun
2007,200700055007,B01,2 - Véhicule,0 - Aucun
2007,200700055035,A01,1 - Piéton,0 - Aucun
2007,200700055051,A01,1 - Piéton,0 - Aucun
2007,200700055097,A01,1 - Piéton,0 - Aucun
2007,200700055106,A01,1 - Piéton,0 - Aucun
2007,200700055119,A01,2 - Véhicule,0 - Aucun
2007,200700055136,B01,1 - Piéton,0 - Aucun
2007,200700055153,B01,2 - Véhicule,0 - Aucun
2007,200700055165,A01,1 - Piéton,0 - Aucun
2007,200700055190,B01,2 - Véhicule,0 - Aucun
2007,200700055199,A01,1 - Piéton,0 - Aucun
2007,200700055210,A01,9 - Autre,0 - Aucun
2007,200700055267,A01,1 - Piéton,0 - Aucun
2007,200700055280,B01,2 - Véhicule,0 - Aucun
2007,200700055423,A01,2 - Véhicule,0 - Aucun
2007,200700055496,A01,2 - Véhicule,0 - Aucun
2007,200700055515,A01,9 - Autre,0 - Aucun
2007,200700055575,A01,1 - Piéton,0 - Aucun
2007,200700055580,A01,1 - Piéton,0 - Aucun
2007,200700055582,B01,2 - Véhicule,0 - Aucun
2007,200700055639,A01,2 - Véhicule,0 - Aucun
2007,200700055643,B01,2 - Véhicule,0 - Aucun
2007,200700055645,A01,2 - Véhicule,0 - Aucun
2007,200700055679,A01,1 - Piéton,0 - Aucun
2007,200700055697,A01,1 - Piéton,0 - Aucun
2007,200700055757,A01,1 - Piéton,0 - Aucun
2007,200700055765,A01,2 - Véhicule,0 - Aucun
2007,200700055765,B01,2 - Véhicule,0 - Aucun
2007,200700055765,C01,2 - Véhicule,0 - Aucun
2007,200700055779,B01,2 - Véhicule,0 - Aucun
2007,200700055780,A01,2 - Véhicule,0 - Aucun
2007,200700055780,B01,2 - Véhicule,0 - Aucun
2007,200700055805,C01,9 - Autre,0 - Aucun
2007,200700055809,A01,1 - Piéton,0 - Aucun
2007,200700055815,A01,2 - Véhicule,0 - Aucun
2007,200700055816,B01,2 - Véhicule,0 - Aucun
2007,200700055855,A01,2 - Véhicule,0 - Aucun
2007,200700055857,A01,2 - Véhicule,0 - Aucun
2007,200700055871,A01,2 - Véhicule,0 - Aucun
2007,200700055899,B01,2 - Véhicule,0 - Aucun
2007,200700055910,B01,2 - Véhicule,0 - Aucun
2007,200700055946,A01,2 - Véhicule,0 - Aucun
2007,200700055969,A01,2 - Véhicule,0 - Aucun
2007,200700055974,B01,2 - Véhicule,0 - Aucun
2007,200700055978,A01,2 - Véhicule,0 - Aucun
2007,200700055985,A01,2 - Véhicule,0 - Aucun
2007,200700055985,B01,2 - Véhicule,0 - Aucun
2007,200700056019,A01,1 - Piéton,0 - Aucun
2007,200700056026,A01,2 - Véhicule,0 - Aucun
2007,200700056026,B01,2 - Véhicule,0 - Aucun
2007,200700056027,D01,2 - Véhicule,0 - Aucun
2007,200700056047,B01,2 - Véhicule,0 - Aucun
2007,200700056057,A01,1 - Piéton,0 - Aucun
2007,200700056095,A01,2 - Véhicule,0 - Aucun
2007,200700056095,B01,2 - Véhicule,0 - Aucun
2007,200700056101,B01,2 - Véhicule,0 - Aucun
2007,200700056101,A01,2 - Véhicule,0 - Aucun
2007,200700056109,B01,2 - Véhicule,0 - Aucun
2007,200700056113,A01,1 - Piéton,0 - Aucun
2007,200700056114,A01,2 - Véhicule,0 - Aucun
2007,200700056121,A01,2 - Véhicule,0 - Aucun
2007,200700056124,A01,2 - Véhicule,0 - Aucun
2007,200700056124,B01,2 - Véhicule,0 - Aucun
2007,200700056125,A01,2 - Véhicule,0 - Aucun
2007,200700056126,B01,2 - Véhicule,0 - Aucun
2007,200700056237,A01,2 - Véhicule,0 - Aucun
2007,200700056339,B01,2 - Véhicule,0 - Aucun
2007,200700056346,A01,2 - Véhicule,0 - Aucun
2007,200700056363,A01,2 - Véhicule,0 - Aucun
2007,200700056367,B01,2 - Véhicule,0 - Aucun
2007,200700056380,A01,2 - Véhicule,0 - Aucun
2007,200700056381,A01,1 - Piéton,0 - Aucun
2007,200700056391,B01,2 - Véhicule,0 - Aucun
2007,200700056412,A01,2 - Véhicule,0 - Aucun
2007,200700056412,B01,1 - Piéton,0 - Aucun
2007,200700056415,A01,2 - Véhicule,0 - Aucun
2007,200700056415,B01,2 - Véhicule,0 - Aucun
2007,200700056417,A01,2 - Véhicule,0 - Aucun
2007,200700056418,A01,2 - Véhicule,0 - Aucun
2007,200700056418,B01,2 - Véhicule,0 - Aucun
2007,200700056420,B01,2 - Véhicule,0 - Aucun
2007,200700056450,A01,9 - Autre,0 - Aucun
2007,200700056450,B01,9 - Autre,0 - Aucun
2007,200700056467,A01,1 - Piéton,0 - Aucun
2007,200700056473,A01,2 - Véhicule,0 - Aucun
2007,200700056475,A01,2 - Véhicule,0 - Aucun
2007,200700056475,B01,2 - Véhicule,0 - Aucun
2007,200700056477,A01,2 - Véhicule,0 - Aucun
2007,200700056502,A01,2 - Véhicule,0 - Aucun
2007,200700056547,B01,2 - Véhicule,0 - Aucun
2007,200700056617,A01,2 - Véhicule,0 - Aucun
2007,200700056643,B01,2 - Véhicule,0 - Aucun
2007,200700056658,A01,1 - Piéton,0 - Aucun
2007,200700056673,A01,2 - Véhicule,0 - Aucun
2007,200700056732,B01,2 - Véhicule,0 - Aucun
2007,200700056759,A01,1 - Piéton,0 - Aucun
2007,200700056760,B01,2 - Véhicule,0 - Aucun
2007,200700056766,A01,1 - Piéton,0 - Aucun
2007,200700056788,A01,2 - Véhicule,0 - Aucun
2007,200700056793,B01,2 - Véhicule,0 - Aucun
2007,200700056845,A01,2 - Véhicule,0 - Aucun
2007,200700056854,B01,2 - Véhicule,0 - Aucun
2007,200700056869,A01,1 - Piéton,0 - Aucun
2007,200700056872,A01,2 - Véhicule,0 - Aucun
2007,200700056872,B01,2 - Véhicule,0 - Aucun
2007,200700056883,A01,2 - Véhicule,0 - Aucun
2007,200700056883,B01,2 - Véhicule,0 - Aucun
2007,200700056885,A01,1 - Piéton,0 - Aucun
2007,200700056888,A01,1 - Piéton,0 - Aucun
2007,200700056890,B01,2 - Véhicule,0 - Aucun
2007,200700056891,A01,1 - Piéton,0 - Aucun
2007,200700056892,A01,1 - Piéton,0 - Aucun
2007,200700056896,A01,2 - Véhicule,0 - Aucun
2007,200700056896,B01,2 - Véhicule,0 - Aucun
2007,200700056898,A01,1 - Piéton,0 - Aucun
2007,200700056899,A01,1 - Piéton,0 - Aucun
2007,200700056912,A01,2 - Véhicule,0 - Aucun
2007,200700056912,B01,2 - Véhicule,0 - Aucun
2007,200700056916,A01,1 - Piéton,0 - Aucun
2007,200700056931,A01,9 - Autre,0 - Aucun
2007,200700056965,A01,1 - Piéton,0 - Aucun
2007,200700056996,A01,1 - Piéton,0 - Aucun
2007,200700057008,B01,2 - Véhicule,0 - Aucun
2007,200700057078,A01,2 - Véhicule,0 - Aucun
2007,200700057094,A01,2 - Véhicule,0 - Aucun
2007,200700057102,A01,2 - Véhicule,0 - Aucun
2007,200700057154,A01,2 - Véhicule,0 - Aucun
2007,200700057161,B01,2 - Véhicule,0 - Aucun
2007,200700057220,A01,2 - Véhicule,0 - Aucun
2007,200700057223,B01,2 - Véhicule,0 - Aucun
2007,200700057223,A01,2 - Véhicule,0 - Aucun
2007,200700057229,B01,2 - Véhicule,0 - Aucun
2007,200700057245,A01,2 - Véhicule,0 - Aucun
2007,200700057289,A01,2 - Véhicule,0 - Aucun
2007,200700057289,B01,2 - Véhicule,0 - Aucun
2007,200700057299,A01,2 - Véhicule,0 - Aucun
2007,200700057322,A01,1 - Piéton,0 - Aucun
2007,200700057364,B01,2 - Véhicule,0 - Aucun
2007,200700057412,A01,2 - Véhicule,0 - Aucun
2007,200700057412,B01,9 - Autre,0 - Aucun
2007,200700057440,B01,2 - Véhicule,0 - Aucun
2007,200700057454,B01,2 - Véhicule,0 - Aucun
2007,200700057467,B01,2 - Véhicule,0 - Aucun
2007,200700057487,A01,2 - Véhicule,0 - Aucun
2007,200700057588,B01,2 - Véhicule,0 - Aucun
2007,200700057588,A01,9 - Autre,0 - Aucun
2007,200700057619,A01,1 - Piéton,0 - Aucun
2007,200700057652,A01,2 - Véhicule,0 - Aucun
2007,200700057682,A01,2 - Véhicule,0 - Aucun
2007,200700057756,A01,9 - Autre,0 - Aucun
2007,200700057756,B01,2 - Véhicule,0 - Aucun
2007,200700057760,A01,2 - Véhicule,0 - Aucun
2007,200700057771,A01,2 - Véhicule,0 - Aucun
2007,200700057813,A01,2 - Véhicule,0 - Aucun
2007,200700057813,B01,2 - Véhicule,0 - Aucun
2007,200700057830,A01,2 - Véhicule,0 - Aucun
2007,200700057830,B01,2 - Véhicule,0 - Aucun
2007,200700058000,B01,2 - Véhicule,0 - Aucun
2007,200700058039,A01,2 - Véhicule,0 - Aucun
2007,200700058039,B01,2 - Véhicule,0 - Aucun
2007,200700058039,C01,2 - Véhicule,0 - Aucun
2007,200700058051,A01,2 - Véhicule,0 - Aucun
2007,200700058052,A01,1 - Piéton,0 - Aucun
2007,200700058057,A01,1 - Piéton,0 - Aucun
2007,200700058058,A01,2 - Véhicule,0 - Aucun
2007,200700058141,A01,1 - Piéton,0 - Aucun
2007,200700058155,B01,2 - Véhicule,0 - Aucun
2007,200700058186,A01,2 - Véhicule,0 - Aucun
2007,200700058208,B01,2 - Véhicule,0 - Aucun
2007,200700058216,A01,9 - Autre,0 - Aucun
2007,200700058220,A01,1 - Piéton,0 - Aucun
2007,200700058230,A01,1 - Piéton,0 - Aucun
2007,200700058256,A01,1 - Piéton,0 - Aucun
2007,200700058283,B01,2 - Véhicule,0 - Aucun
2007,200700058334,A01,1 - Piéton,0 - Aucun
2007,200700058353,A01,1 - Piéton,0 - Aucun
2007,200700058357,A01,1 - Piéton,0 - Aucun
2007,200700058411,A01,1 - Piéton,0 - Aucun
2007,200700058440,A01,2 - Véhicule,0 - Aucun
2007,200700058458,A01,9 - Autre,0 - Aucun
2007,200700058459,A01,1 - Piéton,0 - Aucun
2007,200700058462,A01,1 - Piéton,0 - Aucun
2007,200700058469,A01,1 - Piéton,0 - Aucun
2007,200700058493,B01,2 - Véhicule,0 - Aucun
2007,200700058497,A01,2 - Véhicule,0 - Aucun
2007,200700058497,B01,2 - Véhicule,0 - Aucun
2007,200700058547,A01,2 - Véhicule,0 - Aucun
2007,200700058558,A01,1 - Piéton,0 - Aucun
2007,200700058569,B01,2 - Véhicule,0 - Aucun
2007,200700058569,A01,2 - Véhicule,0 - Aucun
2007,200700058612,A01,2 - Véhicule,0 - Aucun
2007,200700058678,A01,2 - Véhicule,0 - Aucun
2007,200700058702,A01,2 - Véhicule,0 - Aucun
2007,200700058761,A01,2 - Véhicule,0 - Aucun
2007,200700058798,A01,2 - Véhicule,0 - Aucun
2007,200700058798,B01,2 - Véhicule,0 - Aucun
2007,200700058803,B01,2 - Véhicule,0 - Aucun
2007,200700058866,E01,2 - Véhicule,0 - Aucun
2007,200700058888,B01,2 - Véhicule,0 - Aucun
2007,200700058899,B01,2 - Véhicule,0 - Aucun
2007,200700058935,A01,2 - Véhicule,0 - Aucun
2007,200700058935,B01,2 - Véhicule,0 - Aucun
2007,200700058947,A01,2 - Véhicule,0 - Aucun
2007,200700058947,B01,2 - Véhicule,0 - Aucun
2007,200700058963,B01,2 - Véhicule,0 - Aucun
2007,200700058968,A01,1 - Piéton,0 - Aucun
2007,200700059030,B01,2 - Véhicule,0 - Aucun
2007,200700059042,B01,2 - Véhicule,0 - Aucun
2007,200700059161,A01,1 - Piéton,0 - Aucun
2007,200700059177,B01,2 - Véhicule,0 - Aucun
2007,200700059177,A01,2 - Véhicule,0 - Aucun
2007,200700059190,A01,1 - Piéton,0 - Aucun
2007,200700059221,A01,2 - Véhicule,0 - Aucun
2007,200700059238,B01,2 - Véhicule,0 - Aucun
2007,200700059238,A01,2 - Véhicule,0 - Aucun
2007,200700059254,A01,1 - Piéton,0 - Aucun
2007,200700059327,A01,2 - Véhicule,0 - Aucun
2007,200700059337,B01,2 - Véhicule,0 - Aucun
2007,200700059349,A01,2 - Véhicule,0 - Aucun
2007,200700059367,A01,2 - Véhicule,0 - Aucun
2007,200700059488,A01,1 - Piéton,0 - Aucun
2007,200700059504,A01,2 - Véhicule,0 - Aucun
2007,200700059505,B01,2 - Véhicule,0 - Aucun
2007,200700059529,B01,1 - Piéton,0 - Aucun
2007,200700059637,B01,2 - Véhicule,0 - Aucun
2007,200700059640,A01,2 - Véhicule,0 - Aucun
2007,200700059679,A01,1 - Piéton,0 - Aucun
2007,200700059687,A01,1 - Piéton,0 - Aucun
2007,200700059708,A01,2 - Véhicule,0 - Aucun
2007,200700059715,A01,2 - Véhicule,0 - Aucun
2007,200700059754,A01,2 - Véhicule,0 - Aucun
2007,200700059775,A01,2 - Véhicule,0 - Aucun
2007,200700059783,B01,2 - Véhicule,0 - Aucun
2007,200700059820,C01,2 - Véhicule,0 - Aucun
2007,200700059827,B01,2 - Véhicule,0 - Aucun
2007,200700059870,A01,2 - Véhicule,0 - Aucun
2007,200700059975,A01,2 - Véhicule,0 - Aucun
2007,200700060025,B02,2 - Véhicule,0 - Aucun
2007,200700060034,B02,1 - Piéton,0 - Aucun
2007,200700060068,A01,2 - Véhicule,0 - Aucun
2007,200700060229,B02,2 - Véhicule,0 - Aucun
2007,200700060603,A01,2 - Véhicule,0 - Aucun
2007,200700060603,B02,2 - Véhicule,0 - Aucun
2007,200700060623,A01,1 - Piéton,0 - Aucun
2007,200700060853,A01,1 - Piéton,0 - Aucun
2007,200700060894,A01,2 - Véhicule,0 - Aucun
2007,200700060895,A01,2 - Véhicule,0 - Aucun
2007,200700060987,A01,2 - Véhicule,0 - Aucun
2007,200700060987,B02,2 - Véhicule,0 - Aucun
2007,200700061050,A01,5 - Animal domestique,0 - Aucun
2007,200700061104,E05,9 - Autre,0 - Aucun
2007,200700061126,B02,9 - Autre,0 - Aucun
2007,200700061134,A01,2 - Véhicule,0 - Aucun
2007,200700061272,B02,2 - Véhicule,0 - Aucun
2007,200700061474,B02,2 - Véhicule,0 - Aucun
2007,200700061529,A01,1 - Piéton,0 - Aucun
2007,200700061619,A01,2 - Véhicule,0 - Aucun
2007,200700061703,A01,2 - Véhicule,0 - Aucun
2007,200700061758,A01,1 - Piéton,0 - Aucun
2007,200700061811,A01,1 - Piéton,0 - Aucun
2007,200700061812,A01,1 - Piéton,0 - Aucun
2007,200700061814,A01,1 - Piéton,0 - Aucun
2007,200700061822,A01,1 - Piéton,0 - Aucun
2007,200700061823,A01,2 - Véhicule,0 - Aucun
2007,200700061830,A01,1 - Piéton,0 - Aucun
2007,200700061846,A01,1 - Piéton,0 - Aucun
2007,200700061883,B01,2 - Véhicule,0 - Aucun
2007,200700061894,B01,2 - Véhicule,0 - Aucun
2007,200700061899,A01,2 - Véhicule,0 - Aucun
2007,200700061899,B01,2 - Véhicule,0 - Aucun
2007,200700061927,A01,1 - Piéton,0 - Aucun
2007,200700061929,A01,1 - Piéton,0 - Aucun
