annee,Num_Acc,hrmn,heure,saison,lum,motif
2006,200600072835,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600072902,1530,15,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600072904,1545,15,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600072948,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600072951,1715,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600072968,1730,17,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600073020,1415,14,automne,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2006,200600073051,1115,11,automne,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600073068,1750,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600073069,1745,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600073262,1915,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073314,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073395,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073457,1415,14,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600073469,1000,10,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600073518,330,3,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073541,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073579,1630,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600073617,1,0,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073630,1,0,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073650,1645,16,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600073686,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073689,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073851,1645,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600073878,600,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073891,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073905,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600073906,1650,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600074058,1430,14,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600074141,1645,16,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600074230,1015,10,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600074271,1515,15,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600074274,1600,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600074342,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600074371,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600074375,230,2,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600074471,1,0,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600074509,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600074524,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600074559,1100,11,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600074625,1545,15,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600074724,1650,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600074840,1230,12,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600074896,715,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600074925,1500,15,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600074972,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600074992,1630,16,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600074993,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075012,1900,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075017,1430,14,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600075087,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075102,1650,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600075147,1842,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075148,739,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075152,2315,23,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075155,1647,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600075163,648,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075185,215,2,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075216,1643,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600075281,350,3,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075291,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075490,1400,14,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600075528,720,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075537,725,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075540,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075548,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075593,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075649,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075654,700,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075686,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075709,1648,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600075729,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075807,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075869,754,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075875,1650,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600075908,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075924,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600075928,1655,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600075970,2057,20,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600076015,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600076203,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600076231,1809,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600076244,1900,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600076273,140,1,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600076298,2110,21,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600076542,1650,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600076590,1650,16,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600076644,239,2,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600076841,1046,10,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600076983,1645,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077085,1645,16,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600077105,1650,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077190,1845,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600077242,1540,15,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077243,1640,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077256,1645,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077273,1655,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077345,1436,14,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077463,1535,15,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077547,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600077551,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600077553,1625,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077586,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600077642,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600077680,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600077724,1640,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077730,1640,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077731,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600077764,1625,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600077769,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600077848,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600077893,715,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600077940,1820,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600078011,1620,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600078208,1630,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600078299,1620,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600078303,1620,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600078324,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600078493,2110,21,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600078555,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600078789,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600078809,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600078817,705,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600078825,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600078946,1650,16,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600078994,1445,14,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600079094,1655,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600079095,1845,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079211,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079301,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079308,1840,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079370,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079372,1645,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600079517,1823,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079525,1831,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079594,1625,16,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600079628,1655,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600079629,1656,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600079658,1640,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600079757,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079796,1600,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600079883,1955,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079884,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079885,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079895,1625,16,hiver,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2006,200600079925,1925,19,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600079989,1633,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600079998,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080147,1658,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600080235,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080243,1655,16,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600080278,1740,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600080313,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080315,715,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080331,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080343,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080348,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080382,645,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080394,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080398,1500,15,hiver,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600080400,743,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080401,735,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080407,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080432,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080434,700,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080451,130,1,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080464,700,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080473,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080476,705,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080489,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080490,737,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080502,757,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080506,1830,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080520,1835,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080525,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080586,645,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080590,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080594,630,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080643,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080658,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080668,1830,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080669,645,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080672,640,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080681,700,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080712,710,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080726,2015,20,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080736,1804,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080739,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080745,2020,20,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080763,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080767,1819,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080775,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080779,744,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080786,700,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080789,655,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080794,725,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080805,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080836,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080838,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080845,600,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080853,645,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080858,630,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080892,645,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080963,620,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080977,1730,17,printemps,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600080979,655,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600080995,625,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081039,615,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081066,616,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081131,630,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081139,945,9,printemps,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600081208,635,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081219,645,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081220,646,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081221,650,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081222,700,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081242,645,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081262,555,5,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081271,1755,17,printemps,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600081342,550,5,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081357,925,9,printemps,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600081443,645,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081447,615,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081450,630,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081459,600,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081539,1700,17,printemps,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2006,200600081561,1750,17,printemps,4 - Nuit avec éclairage public non allumé,Nuit déclarée mais heure en pleine journée
2006,200600081581,605,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081597,2221,22,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081617,640,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081624,1750,17,printemps,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600081684,1600,16,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600081757,645,6,printemps,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600081844,1850,18,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600081908,1115,11,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600081910,1843,18,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600081974,1800,18,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600081983,1840,18,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600081989,1832,18,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600082036,930,9,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600082037,500,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600082058,530,5,été,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600082082,1830,18,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600082213,800,8,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600082260,1835,18,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600082266,1840,18,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600082278,1838,18,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600082327,1850,18,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600082350,1100,11,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600082357,1845,18,été,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600082523,1844,18,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600082552,1835,18,été,5 - Nuit avec éclairage public allumé,Nuit déclarée mais heure en pleine journée
2006,200600082592,1630,16,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600082616,1700,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600082723,45,0,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600082902,645,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600082970,520,5,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600082980,655,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083011,620,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083042,630,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083045,627,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083057,657,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083089,600,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083198,1740,17,automne,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2006,200600083209,645,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083296,345,3,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083364,615,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083442,500,5,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083459,630,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083475,1830,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083487,1845,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083488,1815,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083535,630,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083539,615,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083553,715,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083555,635,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083558,725,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083559,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083563,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083564,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083582,745,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083597,750,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083615,755,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083618,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083635,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083637,740,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083645,737,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083666,759,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083670,715,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083676,655,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083703,630,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083707,715,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083711,1800,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083713,1808,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083718,647,6,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2006,200600083782,655,6,automne,1 - Plein jour,Plein jour déclaré mais heure nocturne
2007,200700000020,2005,20,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2007,200700000055,1815,18,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2007,200700000063,1645,16,hiver,3 - Nuit sans éclairage public,Nuit déclarée mais heure en pleine journée
2007,200700000092,730,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2007,200700000119,747,7,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
2007,200700000151,2330,23,hiver,1 - Plein jour,Plein jour déclaré mais heure nocturne
